Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
3951.19,20.08,87.21,136.31,55.32,729.02,14.9
3952.19,20.04,87.25,130.4,55.35,727.51,14.3
3953.19,20.46,86.83,138.98,50.72,727.73,15.96
3954.19,20.59,86.7,143.63,51.11,726.65,16.26
3955.2,19.7,87.59,145.08,55.87,725.58,20.03
3956.2,19.61,87.68,146.87,49.68,726.44,20.84
3957.2,20.67,86.61,147.37,51.72,726.22,23.42
3958.21,19.61,87.68,142.49,46.05,729.88,13.2
3959.21,20.21,87.08,148.05,49.37,724.07,13.13
3960.22,19.95,87.34,146.72,48.55,724.5,14.9
3961.22,20.12,87.17,207.3,43.52,726.87,11.45
3962.23,16.16,91.13,170.66,44.31,725.14,4.8
3963.23,17.52,89.77,146.56,51.11,727.08,14.73
3964.23,17.86,89.42,154.99,43.36,729.02,16.32
3965.23,17.14,90.15,132.23,49.37,730.1,13.82
3966.24,17.06,90.23,135.13,53.25,726.44,15.28
3967.24,17.57,89.72,155.6,57.98,729.45,15.69
3968.24,16.72,90.57,174.17,62.03,727.94,18.5
3969.24,17.74,89.55,152.02,65.85,726.01,17.01
3970.25,16.72,90.57,111.15,66.18,728.81,18.31
3971.25,17.99,89.3,139.51,63.59,728.38,19.94
3972.25,17.78,89.51,222.28,40.07,732.25,17.02
3973.25,16.37,90.92,162.04,70.88,772.74,11.14
3974.26,16.29,91,134.94,62.61,719.33,16.87
3975.26,17.57,89.72,160.25,38.79,713.08,18.78
3976.26,16.46,90.83,181.07,66.28,715.67,13.31
3977.26,15.99,91.3,165.36,80.19,716.53,15.69
3978.26,18.55,88.74,133.64,86.41,714.38,16.71
3979.5,17.23,90.06,180.88,89.19,713.95,16
3980.5,18.59,88.7,132.08,58.1,0,16.48
3981.51,18.33,88.96,160.9,55.84,0,16.04
3982.51,17.65,89.64,155.87,53.34,704.74,16.97
3983.51,18.72,88.57,118.81,64.41,721.98,15.75
3984.53,20.08,87.21,80,53.34,719.4,17.09
3985.53,19.35,87.93,145.73,49.37,717.89,17.5
3986.53,19.78,87.51,121.02,53.95,719.4,17.17
3987.54,19.44,87.85,116.03,67.43,718.1,19.08
3988.54,19.57,87.72,115.19,60.45,738.36,17.18
3989.54,19.87,87.42,112.21,65.27,742.89,15.04
3990.54,20.42,86.87,155.37,60.11,733.41,13.12
3991.55,18.84,88.45,115.26,57.79,730.6,13.46
3992.55,19.99,87.3,103.98,64.05,725.43,14.04
3993.55,19.31,87.98,94.56,60.75,724.57,16.7
3994.55,19.31,87.98,108.48,56.12,725.86,15.76
3995.55,20.16,87.13,103.9,54.68,725.22,17.18
3996.55,20.04,87.25,107.87,64.35,727.59,17.94
3997.56,20.29,87,139.51,38.15,728.88,15.76
3998.56,19.61,87.68,103.56,60.42,729.53,16.55
3999.58,19.95,87.34,100.01,59.78,728.88,15.71
4000.58,19.14,88.15,104.55,58.56,728.45,17.02
4001.58,24.17,83.12,104.13,52.42,725,22.96
4002.59,24,83.29,114.2,52,723.49,21.87
4003.59,24.04,83.25,108.17,48.92,723.49,20.99
4004.59,24.72,82.57,120.3,47.48,721.34,22.97
4005.59,25.23,82.06,133.95,35.61,721.77,22.12
4006.6,23.74,83.55,116.37,41.29,722.2,22.83
4007.62,24.55,82.74,123.19,33.84,722.85,23.09
4008.62,25.23,82.06,123,38.76,723.28,19.07
4009.62,24.42,82.87,125.82,41.75,723.71,18.98
4010.62,24.68,82.61,123.38,37.44,725.43,18.58
4011.62,24.17,83.12,123.61,41.17,727.37,17.85
4012.62,23.61,83.68,110.88,43.42,727.16,17.4
4014.01,18.63,98.66,75.27,48.03,728.88,31.59
4015.35,13.22,104.07,94.83,56.15,727.8,30.38
4016.5,17,107.95,85.72,59.84,727.8,30.67
4017.52,17.74,89.55,112.67,50.11,723.28,25.9
4018.53,25.02,82.27,113.47,45.41,709.27,19.7
4019.55,25.02,82.27,108.9,41.04,709.7,17.92
4020.57,24.17,83.12,109.93,34.76,709.7,20.51
4021.57,24.55,82.74,140.2,41.07,708.62,20.13
4022.57,24.25,83.04,109.13,25.27,708.62,18.98
4023.57,23.83,83.46,141.23,35.12,699.35,17.59
4024.57,24.93,82.36,120.6,50.11,700.21,17.05
4025.57,25.27,82.02,142.14,41.07,695.04,20.37
4026.58,24.51,82.78,153.5,28.23,698.49,19.18
4027.6,24.04,83.25,119.5,48.09,702.8,20.62
4028.6,25.32,81.97,125.21,51.45,705.17,20.37
4029.6,24.89,82.4,126.93,48.37,703.88,20.47
4030.62,25.1,82.19,112.94,52.67,703.88,21.09
4031.62,25.02,82.27,128.76,44.58,701.94,22.38
4032.62,25.19,82.1,106.99,47.97,703.23,28.24
4033.64,25.32,81.97,115.19,63.56,704.96,24.15
4034.64,23.87,83.42,113.78,61.15,703.45,23.41
4035.64,23.36,83.93,112.98,63.77,704.09,21.84
4036.64,24.34,82.95,116.83,60.23,705.17,22.65
4037.64,24.59,82.7,113.89,63.9,707.11,19.06
4038.64,24.25,83.04,105.77,58.89,707.76,19.64
4039.66,24.89,82.4,111.57,58.74,706.68,21.35
4040.68,24.29,83,118.01,54.99,705.82,22.11
4041.68,24.68,82.61,108.71,50.75,702.58,30.01
4042.68,24.89,82.4,114.73,58.98,698.49,28.32
4043.68,23.7,83.59,110,64.96,699.78,27.29
4044.68,24.89,82.4,108.1,58.1,708.19,23.08
4045.69,4.58,102.71,110.8,56.91,734.7,14.14
4046.69,5.6,101.69,109.89,59.84,731.04,8.83
4047.7,9.48,97.81,108.02,52.73,725.65,13.71
4048.7,9.77,97.51,103.86,55.11,718.97,12.8
4049.7,19.34,98.45,103.64,57,715.95,14.9
4050.7,19.85,97.94,112.94,58.19,712.93,16.11
4051.7,19.38,98.41,122.43,55.9,712.72,15.81
4052.71,19.08,98.71,107.26,60.23,725,15.63
4053.71,19.89,97.9,107.87,54.47,723.92,13.73
4054.71,19.59,98.2,113.01,57.61,721.77,12.93
4055.71,19.38,98.41,116.29,57.95,717.46,13.27
4056.72,19.3,98.49,111.11,53.67,710.13,13.61
4057.74,17.42,100.37,116.71,58.59,710.13,15.19
4058.74,19.25,98.54,113.93,57.4,704.96,13.82
4059.74,19.81,97.98,108.48,58.98,713.36,14.49
4060.76,19.93,97.86,113.97,55.54,716.81,16.2
4061.77,20.4,97.39,131.16,63.44,718.32,14.49
4062.77,19.51,98.28,124.57,57.31,717.89,14.32
4063.77,19.08,98.71,130.67,45.86,711.85,14.51
4064.77,20.62,97.17,106.57,57.21,713.79,18.05
4065.78,18.91,98.88,108.55,55.35,710.99,19.94
4066.78,19.64,98.15,117.36,52.94,712.72,18.8
4067.78,18.95,98.83,115.34,60.39,710.99,23.73
4068.78,19.81,97.98,100.47,58.1,712.28,25.59
4069.8,19.3,98.49,100.66,38.48,715.52,27.41
4070.8,15.93,101.86,107.56,51.08,718.32,11.12
4071.81,19.21,98.58,113.17,59.2,717.03,18.7
4072.81,18.32,99.47,115.42,59.69,716.81,16.93
4073.81,19.17,98.62,108.86,58.16,717.67,17.53
4074.82,19.17,98.62,98.91,57.15,716.16,17.11
4075.82,19.55,98.24,112.14,53.92,715.73,14.62
4076.83,21.72,96.07,110.61,62.8,706.03,28.62
4077.83,22.02,95.77,119.53,52.42,705.17,30.85
4078.83,21.64,96.15,131.09,58.56,700.86,36.43
4079.83,21.04,96.75,121.44,61.45,701.51,44.34
4080.84,22.7,95.09,107.98,53.19,705.17,35.38
4081.84,22.02,95.77,101.69,61.73,706.9,24.05
4082.84,22.45,95.34,125.06,56.05,700.86,22.14
4083.84,22.11,95.68,112.52,58.92,695.69,27.34
4084.85,22.4,95.39,144.73,56.45,693.32,24.22
4085.85,22.74,95.05,114.84,43.52,711.21,24.55
4086.85,22.32,95.47,126.17,52.45,706.68,23.58
4087.85,22.36,95.43,130.32,66.18,696.12,23.14
4088.86,20.53,97.26,123.96,61.27,693.53,18.61
4089.88,22.62,95.17,125.94,57.95,694.83,19.46
4090.88,22.62,95.17,129.9,56.54,701.08,21.99
4091.88,21.77,96.02,155.91,59.75,699.57,27.75
4092.88,20.23,97.56,113.97,64.05,744.18,25.96
4093.89,21,96.79,157.66,61.76,709.05,25.41
4094.89,20.36,97.43,114.54,58.53,731.25,24.71
4095.89,20.23,97.56,112.52,55.84,730.82,21.35
4096.9,20.49,97.3,91.82,60.6,724.57,19.67
4097.91,20.19,97.6,112.86,57.09,735.78,17.38
4098.92,21.21,96.58,114.27,56.85,724.57,22.85
4099.93,20.06,97.73,138.75,58.1,719.61,18.65
4100.94,19.51,98.28,108.59,57.95,732.54,17.29
4101.95,20.1,97.69,120.83,59.2,731.47,20.31
4102.96,20.06,97.73,114.92,56.79,734.27,18.95
4103.98,21.08,96.71,130.32,63.8,736.21,22.44
4104.98,20.62,97.17,118.12,58.31,734.05,21.77
4106,21.59,96.19,162.65,53.77,732.54,29.1
4107.01,21.21,96.58,117.02,56.33,733.19,24.09
4108.86,20.53,97.26,123.96,61.27,693.53,18.61
4109.88,22.62,95.17,125.94,57.95,694.83,19.46
4111.88,22.62,95.17,129.9,56.54,701.08,21.99
4112.88,21.77,96.02,155.91,59.75,699.57,27.75
4114.88,20.23,97.56,113.97,64.05,744.18,25.96
4116.89,21,96.79,157.66,61.76,709.05,25.41
4117.89,20.36,97.43,114.54,58.53,731.25,24.71
4119.89,20.23,97.56,112.52,55.84,730.82,21.35
4120.9,20.49,97.3,91.82,60.6,724.57,19.67
4121.91,20.19,97.6,112.86,57.09,735.78,17.38
4122.92,21.21,96.58,114.27,56.85,724.57,22.85
4123.93,20.06,97.73,138.75,58.1,719.61,18.65
4124.94,19.51,98.28,108.59,57.95,732.54,17.29
4125.95,20.1,97.69,120.83,59.2,731.47,20.31
4126.96,20.06,97.73,114.92,56.79,734.27,18.95
4127.98,21.08,96.71,130.32,63.8,736.21,22.44
4128.98,20.62,97.17,118.12,58.31,734.05,21.77
4129.3,20,119.74,33.14,0,304.06,30
4130.32,19.98,97.81,106.42,53.13,734.92,15.87
4131.35,23.38,94.41,123.35,58.34,733.19,15.72
4132.36,24.28,93.51,122.32,52.79,733.84,21.93
4133.37,24.66,93.13,118.09,55.32,732.98,19.75
4134.38,25.64,92.15,111.95,51.33,733.84,19.34
4135.39,24.7,93.09,132.19,52.85,733.19,20.31
4136.4,24.62,93.17,106.08,57.52,734.27,19.24
4137.41,24.83,92.96,106.23,59.81,733.84,21.4
4138.42,24.19,93.6,113.24,56.82,731.47,23
4139.43,24.45,93.34,127.81,65.21,727.16,37.96
4140.44,24.4,93.38,129.45,48.7,726.08,57.1
4141.45,23.55,94.24,172.3,70.12,732.11,42.37
4142.48,24.15,93.64,113.24,81.07,732.76,28.96
4143.49,25.47,92.32,127.2,50.32,731.47,21.27
4144.5,24.62,93.17,125.52,57.58,731.68,27.14
4145.51,25.64,92.15,112.1,62.71,732.98,21.17
4146.52,24.4,93.38,108.63,64.9,734.05,20.76
4147.53,24.49,93.3,116.56,56.24,733.62,18.19
4148.54,24.92,92.87,120.72,66.61,733.84,16.67
4149.55,24.66,93.13,107.49,76.1,734.27,17.38
4150.56,24.45,93.34,115.57,77.84,733.84,18
4151.57,24.92,92.87,108.67,65.57,734.48,15.08
4152.58,24.96,92.83,110.69,65.02,732.76,17.32
4153.59,25.3,92.49,116.71,48.58,732.11,21.68
4154.6,25.77,92.02,110.84,56.76,731.9,22.45
4155.61,25.72,92.06,124.11,50.38,730.17,23.19
4156.62,26.36,91.43,120.11,49.28,729.96,23.7
4157.63,25.9,91.89,101.69,60.54,732.33,19.55
4158.66,26.79,91,105.96,57.73,729.1,15.02
4159.67,26.41,91.38,117.82,48.52,728.66,15.35
4160.68,26.36,91.43,102.84,48.95,728.45,15.62
4161.69,25.85,91.94,101.08,54.53,729.31,15.15
4162.7,26.66,91.13,100.24,42.26,728.02,15.6
4163.71,26.28,91.51,101.77,49.77,727.59,16.76
4164.72,25.13,92.66,109.24,54.99,727.37,18.55
4165.74,26.02,91.77,113.93,49.07,727.37,15.69
4166.75,25.94,91.85,101.27,49.92,728.23,16.3
4167.76,26.02,91.77,130.78,36.96,728.88,15.08
4168.77,25.21,92.58,48.51,51.33,729.31,13.69
4169.78,25.85,91.94,116.79,61.18,726.94,15.97
4170.79,26.41,91.38,113.36,58.62,726.94,15.21
4171.8,26.32,91.47,110.99,50.01,733.97,17.77
4172.81,25.85,91.94,109.77,52.85,729.88,14.55
4173.82,26.02,91.77,119.15,48.49,729.45,17.49
4174.83,26.02,91.77,126.85,46.57,727.51,17.31
4175.84,25.85,91.94,110.23,57.98,726.87,17.59
4176.85,25.77,92.02,129.37,40.77,729.02,16.99
4177.86,25.55,92.24,135.89,36.93,727.3,18.18
4178.9,28.36,89.42,135.89,42.2,725.58,18.49
4179.91,28.83,88.96,111.6,55.81,722.13,23.82
4180.92,28.41,89.38,117.32,54.25,722.56,20.54
4181.93,28.24,89.55,118.62,54.8,720.41,21.63
4183.97,28.79,89,117.28,49.28,717.61,25.78
4184.98,27.85,89.94,154.15,33.69,714.81,35.92
4185.99,29.3,88.49,172.07,32.59,716.31,29.79
4187,27.68,90.11,121.78,55.93,715.02,31.48
4188.01,28.36,89.42,118.66,55.99,714.81,28.43
4189.03,28.32,89.47,126.21,62.83,716.96,29.37
4190.04,28.75,89.04,113.7,58.46,716.53,23.96
4191.05,28.49,89.3,119.38,63.53,718.04,24.6
4192.06,28.49,89.3,133.03,62.07,718.68,21.5
4193.07,28.32,89.47,119.53,65.79,717.61,21.76
4194.08,27.68,90.11,129.87,62.37,714.81,23.45
4195.09,28.71,89.08,130.51,64.9,716.75,25.26
4196.1,28.15,89.64,132.5,61.82,715.45,25.81
4197.13,28.79,89,128.95,67.22,717.39,24.84
4198.14,28.49,89.3,127.81,56.79,715.67,20.64
4199.17,28.62,89.17,135.81,56.05,727.51,21.57
4200.18,28.88,88.91,133.37,63.22,723.42,28.27
4201.19,31.86,85.93,130.17,57.61,724.28,33.45
4202.21,29.22,88.57,127.43,55.99,726.87,23.81
4203.22,30.28,87.51,155.45,48.09,721.27,25.91
4204.24,28.45,89.34,113.78,57.34,722.56,34.79
4205.25,28.54,89.25,116.71,50.26,722.78,16.08
4206.26,27.39,90.4,115.19,54.5,726.65,16.61
4207.27,28.45,89.34,133.68,45.59,721.05,16.33
4208.28,28.15,89.64,114.39,47.73,724.93,17.59
4209.29,28.11,89.68,117.7,48.58,725.58,16.16
4210.3,28.41,89.38,127.39,43.58,723.64,20.22
4211.31,28.19,89.6,124.07,48.73,721.05,17.17
4212.32,28.28,89.51,115.99,29.05,724.93,18.76
4213.33,28.79,89,123.08,34.94,721.91,18.63
4214.34,29,88.79,112.56,42.33,723.64,18.95
4215.35,28.32,89.47,117.67,40.16,724.5,16.99
4216.37,28.58,89.21,114.31,44.55,722.13,17.74
4217.38,29.09,88.7,133.41,46.11,726.87,20.67
4218.39,27.68,90.11,120.56,44.52,725.79,23.05
4219.4,28.41,89.38,129.03,43.67,725.36,19.86
4220.41,28.83,88.96,116.64,44.8,723.21,20.41
4221.42,27.98,89.81,121.67,39.49,724.71,23.37
4222.43,28.19,89.6,131.85,30.37,723.21,23.35
4223.44,28.28,89.51,135.78,35.7,720.41,25.78
4224.45,27.9,89.89,123.73,42.42,688.1,23.48
4225.46,28.32,89.47,127.46,38.88,0,25.24
4226.47,28.24,89.55,124.57,39.34,0,23.63
4227.48,28.36,89.42,133.37,38.48,0,25.79
4228.49,28.19,89.6,135.81,43.48,0,20.65
4229.5,28.41,89.38,136.77,38.69,0,21.13
4230.51,28.92,88.87,127.04,37.57,0,20.34
4231.52,27.94,89.85,152.89,2.66,0,20.08
4232.53,28.49,89.3,190.94,46.44,0,14.34
4233.55,28.58,89.21,112.82,23.96,0,18.77
4234.55,28.07,89.72,130.13,50.78,718.9,20.78
4235.56,27.6,90.19,127.73,59.9,722.34,17.75
4236.57,27.81,89.98,117.89,55.87,721.05,20.54
4237.58,28.02,89.77,116.83,65.6,721.27,19.05
4238.59,28.75,89.04,120.11,45.44,717.18,22.21
4239.6,27.26,90.53,137.38,25.64,713.3,21.46
4240.62,25.17,92.62,148.7,65.33,721.27,38.19
4241.63,27.94,89.85,166.12,53.52,727.51,29.44
4242.64,25.55,92.24,117.93,68.87,732.04,23.31
4243.65,27.64,90.15,131.01,68.41,721.91,19.75
4244.66,27.98,89.81,123.84,70.12,735.91,21.95
4245.67,27.9,89.89,123.8,64.81,729.02,20.53
4246.68,28.45,89.34,121.1,69.33,632.11,19.4
4247.69,28.71,89.08,126.55,70.46,729.88,15.46
4248.7,28.49,89.3,135.24,54.22,593.77,15.54
4249.71,28.62,89.17,168.26,40.92,721.7,15.53
4250.72,29.09,88.7,122.39,49.16,0,17.99
4251.73,27.17,90.62,113.66,43.15,727.73,15.94
4252.74,26.96,90.83,112.63,61.45,726.22,16.37
4253.75,28.79,89,130.29,54.68,0,16.67
4254.78,29.13,88.66,118.43,61.49,638.35,17.24
4255.79,28.02,89.77,124.57,65.73,0,22.73
4256.8,28.92,88.87,124.95,60.45,0,18.45
4257.81,28.11,89.68,118.43,64.26,1417.55,19.14
4258.82,28.07,89.72,117.55,63.04,726.01,17.76
4259.83,29,88.79,113.51,65.36,726.87,16.52
4260.84,27.56,90.23,116.83,65.15,726.01,18.08
4261.85,28.83,88.96,119.38,62.92,725.36,17.55
4262.86,28.36,89.42,126.28,66.55,726.65,19.23
4263.87,28.83,88.96,120.56,64.93,727.3,19.44
4264.88,29.3,88.49,118.54,64.6,727.73,18.46
4265.89,29.05,88.74,125.9,68.26,714.59,14.3
4266.9,28.32,89.47,111.6,62.8,715.88,14.48
4267.91,28.07,89.72,128.57,67.98,717.39,14.03
4268.92,28.79,89,124.8,57.15,720.41,15.09
4269.93,27.51,90.28,91.13,64.23,720.84,13.26
4270.94,28.15,89.64,113.85,70.76,719.33,13.83
4271.95,28.96,88.83,89.19,44.22,719.55,13.52
4272.96,28.24,89.55,125.02,56.3,721.27,13.93
4273.97,28.24,89.55,95.74,54.38,721.7,12.5
4275,29.47,88.32,110.77,45.47,721.91,14.1
4276.01,27.85,89.94,101.23,53.06,729.02,13.52
4277.02,28.62,89.17,121.36,45.28,727.73,15.35
4278.03,29.13,88.66,105.05,44.06,725.79,14.78
4279.04,29.26,88.53,120.22,38.63,733.54,14.49
4280.05,29,88.79,116.6,45.53,731.39,14.5
4281.06,28.79,89,124.11,31.25,732.9,13.43
4282.07,28.79,89,120.3,26.92,731.61,13.93
4283.08,29.47,88.32,120.07,41.75,731.39,13.82
4284.09,28.07,89.72,106.88,51.81,731.18,14.37
4285.1,29.51,88.28,106.88,50.65,732.9,13.36
4286.11,30.07,87.72,105.05,51.72,732.9,14.6
4287.12,28.36,89.42,103.9,49.74,732.9,13.98
4288.13,28.75,89.04,110.84,51.11,734.41,12.98
4289.14,29.09,88.7,101.73,50.44,730.96,13.48
4290.15,28.75,89.04,95.52,44.71,732.47,12.32
4291.16,27.77,90.02,129.29,22.22,732.25,14.84
4292.17,28.96,88.83,120.22,39.73,731.18,19.22
4297,23.85,93.94,125.52,63.01,724.5,16
4298.01,28.62,89.17,125.14,50.04,730.31,12.54
4299.02,28.54,89.25,109.66,56.3,729.45,11.91
4300.03,29.34,88.45,110.12,56.82,728.16,11.61
4301.04,29.43,88.36,108.33,51.51,728.59,12
4302.05,29,88.79,106.15,54.53,726.01,10.81
4303.06,28.75,89.04,107.64,54.53,727.51,11.57
4304.07,29.34,88.45,119.38,56.39,728.59,11.66
4305.08,29.09,88.7,102.68,57.49,728.59,12.39
4306.09,28.36,89.42,112.98,54.59,724.71,12.84
4307.1,28.58,89.21,110.42,57.95,729.02,13.67
4308.11,29,88.79,102.72,56.57,728.81,12.41
4309.12,29.13,88.66,99.75,52.21,727.94,12.55
4310.13,28.92,88.87,115.8,57.09,726.44,11.69
4311.15,29.3,88.49,109.09,56.7,729.02,12.39
4312.17,28.02,89.77,106.76,52.67,726.22,13.42
4313.18,28.32,89.47,115.72,3.88,726.65,17.74
4314.18,28.62,89.17,128.53,47.36,726.65,17.9
4315.19,28.75,89.04,99.94,50.56,727.73,14.53
4316.2,27.85,89.94,108.55,51.72,726.44,15.28
4317.21,28.62,89.17,106.57,53.03,727.51,16.68
4318.22,28.66,89.13,108.94,50.62,726.22,17.39
4319.23,27.09,90.7,107.52,52.42,725.79,18.08
4320.24,29.34,88.45,108.02,53.58,727.73,15.07
4321.25,29.13,88.66,112.75,50.38,726.01,17.24
4322.26,28.79,89,111.38,48.7,723.42,17.61
4323.27,28.71,89.08,116.79,43.61,726.22,17.39
4324.28,29.34,88.45,109.66,50.5,726.44,15.16
4325.3,25.38,92.41,135.66,0,712.22,19.88
4326.31,28.79,89,153.47,37.87,717.39,91.41
4327.33,27.9,89.89,142.64,52.82,729.67,52.13
4328.34,29.73,88.06,104.4,50.9,727.3,18.49
4329.35,29.51,88.28,107.83,52.94,728.59,15.54
4330.35,26.41,91.38,143.48,45.04,716.31,12.99
4331.37,26.24,91.55,119.34,60.42,718.25,22.08
4332.38,26.79,91,151.75,52.39,719.98,18.95
4333.39,26.41,91.38,168.26,60.78,720.41,16.03
4334.4,26.45,91.34,189.3,56.88,719.98,16.68
4335.41,27.73,90.06,185.72,59.44,717.82,19.77
4336.42,25.09,92.7,181.75,54.65,716.31,21.29
4337.43,27.17,90.62,189.07,58.83,720.62,16.6
4338.44,27.22,90.57,174.66,56.73,717.82,13.98
4339.45,25.6,92.19,188.16,55.72,721.48,13.51
4340.46,26.24,91.55,189.26,55.08,720.41,14.08
4341.47,25.98,91.81,169.33,56.91,729.74,15.53
4342.48,27.9,89.89,178.06,56.82,730.17,13.61
4343.49,26.49,91.3,197.27,61.09,728.88,13.08
4344.5,26.96,90.83,177.94,62.61,728.02,14.75
4345.51,26.7,91.09,181.98,61.27,728.02,14.04
4346.52,27.22,90.57,185.87,61.09,725.86,12.54
4347.53,26.15,91.64,183.01,62.58,730.6,13.83
4348.54,27.09,90.7,174.24,61.3,729.1,14.38
4349.55,28.71,89.08,174.32,61.76,730.6,13.41
4350.56,28.62,89.17,159.87,58.1,730.39,13.67
4351.57,27.77,90.02,172.99,57.31,730.39,15.21
4352.58,28.19,89.6,173.52,58.98,729.96,14.21
4353.59,28.24,89.55,169.74,54.99,729.96,14.48
4354.6,28.11,89.68,182.14,54.01,729.1,15.33
4355.61,27.56,90.23,167.84,56.6,730.6,13.66
4356.62,27.6,90.19,171.61,56.18,731.9,14.27
4357.63,27.85,89.94,173.98,56.73,732.33,13.89
4358.64,28.11,89.68,177.52,60.94,731.04,13.61
4359.65,28.41,89.38,171.84,58.65,729.74,12.98
4360.66,27.85,89.94,166.05,59.47,730.6,14.15
4361.67,24.53,93.26,163.64,53.95,0,13.04
4362.68,25.68,92.11,163.11,56.6,3317.51,13.13
4363.69,26.58,91.21,148.7,55.78,727.3,13.21
4364.7,26.83,90.96,163.57,57.31,729.45,18.44
4365.71,26.92,90.87,236.43,56.02,736.34,18.55
4366.72,26.79,91,232.04,54.47,732.68,14.96
4367.73,27.22,90.57,244.58,52.45,732.9,14.08
4368.74,25.64,92.15,236.27,54.41,733.11,14.84
4369.75,26.24,91.55,240.01,52.97,733.54,13.17
4370.76,27.04,90.74,230.63,56.6,733.33,14.78
4371.77,25.81,91.98,240.89,53.77,730.1,15.87
4372.78,27.04,90.74,230.94,55.05,730.74,14.13
4373.79,26.36,91.43,241,54.1,729.67,14.35
4374.8,25.21,92.58,245.35,58.07,730.31,15.67
4375.81,26.58,91.21,251.52,58.22,729.45,19.64
4376.82,26.19,91.6,251.6,58.62,729.02,17.9
4377.83,26.79,91,250.99,54.35,727.94,18.64
4378.84,25.6,92.19,251.98,54.83,731.82,17.14
4379.85,25.64,92.15,244.7,61.15,728.59,18.27
4380.86,25.3,92.49,247.37,62.61,729.45,14.95
4381.87,25.13,92.66,236.54,61.33,730.1,16.08
4382.88,26.19,91.6,251.83,58.16,730.74,14.62
4383.88,23.55,94.24,243.63,61.52,730.53,15.8
4384.89,26.53,91.26,246.07,58.4,729.67,17.56
4385.9,24.62,93.17,246.11,59.2,730.96,16.08
4386.91,25.17,92.62,248.74,58.95,730.74,16.22
4387.92,26.11,91.68,243.48,60.45,727.73,15.53
4388.95,26.45,91.34,249.24,57.67,731.61,16.03
4389.98,27.85,89.94,249.01,60.33,728.81,14.25
4390.99,26.28,91.51,241.31,56.66,729.67,15.01
4392,25.04,92.75,244.58,58.86,731.82,14.78
4392,25.04,92.75,244.58,58.86,731.82,14.78
4393.01,26.62,91.17,247.14,57.31,729.24,15.59
4394.02,11.59,99.7,144.05,21.61,732.9,4.62
4395.03,12.1,99.19,146.95,23.62,732.68,5.15
4396.04,11.42,99.87,138.86,27.1,736.13,5.85
4397.05,10.02,101.27,138.33,25.15,735.7,5.49
4398.05,10.36,100.93,130.82,25.73,736.34,5.64
4399.06,11.64,99.65,149.58,58.92,728.59,6.72
4400.07,11.47,99.82,161.51,32.87,726.65,7.03
4401.08,11.93,99.36,181.37,25.45,729.02,5.38
4402.09,11.51,99.78,165.63,32.14,728.16,5.52
4403.1,12.23,99.06,173.21,28.57,728.81,5.62
4404.11,12.23,99.06,182.4,23.07,729.24,5.56
4405.12,10.44,100.85,182.33,19.78,726.87,5.43
4406.13,12.1,99.19,177.94,25.33,727.51,6.06
4407.14,11.12,100.17,176.76,29.02,727.94,4.66
4408.15,12.23,99.06,167.38,32.23,728.38,5.07
4409.16,11.76,99.53,167.69,29.24,728.38,4.56
4410.17,12.74,98.55,174.43,30.15,727.51,4.72
4411.18,12.83,98.46,182.06,27.38,727.08,4.43
4412.19,11.85,99.44,176.45,24.51,727.51,5.02
4413.2,13.55,97.74,169.48,26.46,726.65,5.67
4414.21,14.36,96.93,172.91,25.88,729.88,5.79
4415.21,13.38,97.91,183.43,21.18,745.39,5.72
4416.22,13.93,97.35,180.76,19.87,744.96,5.64
4417.23,13.42,97.87,177.67,24.6,739.57,5.82
4418.24,14.57,96.72,170.7,26.28,738.71,5.42
4419.25,14.36,96.93,159.76,36.07,737.85,6.21
4420.26,13.04,98.25,177.79,21.55,737.21,5.2
4421.27,13.38,97.91,200.47,1.69,736.99,5.8
4422.28,13.51,97.78,132,48.09,736.77,5.51
4423.29,13.51,97.78,133.41,46.93,736.34,5.71
4424.3,13,98.29,131.39,42.78,735.27,6.3
4425.31,13.59,97.7,129.29,42.75,735.91,6.15
4426.32,12.32,98.97,130.4,42.26,733.54,6.24
4427.33,12.96,98.33,129.48,45.56,736.56,5.01
4428.34,16.62,94.67,131.66,45.74,732.9,6.69
4429.35,11.59,99.7,124.19,42.75,732.68,6.9
4430.36,11.34,99.95,125.29,39.52,733.54,4.09
4431.37,14.4,96.89,129.18,39.55,730.53,4.52
4432.38,14.32,96.97,129.83,30.91,732.68,4.86
4433.39,14.4,96.89,134.48,32.59,732.47,5.2
4434.4,13.51,97.78,137.03,33.78,732.25,6.21
4435.41,12.91,98.38,134.75,32.78,729.02,5.85
4436.42,13.98,97.31,110.92,30.21,728.16,5.83
4437.43,13.76,97.53,133.41,32.87,746.47,5.25
4438.44,14.4,96.89,154.61,19.9,731.82,5.08
4439.45,14.36,96.93,138.56,56.51,727.51,5.13
4440.48,21.39,89.9,133.91,60.27,0,8.26
4441.5,24.07,87.22,153.39,59.38,740.95,10.64
4442.51,23.69,87.6,154.15,55.87,735.56,10.58
4443.52,24.79,86.5,150.91,59.38,732.98,12.8
4444.53,23,88.29,160.37,60.91,729.1,14.04
4445.54,17.21,94.08,171.5,58.8,727.37,45.12
4446.56,19.73,91.56,164.33,59.26,725.22,56.28
4447.57,24.07,87.22,150.3,65.57,724.57,56.99
