Depth (ft),Weight on bit (k-lbs),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),ROP (ft/hr)
1891.15,20.87,53.83,129.22,96.27,849.36,34.53
1892.17,21.91,52.79,141.95,76.92,850.38,26.72
1893.19,22.28,52.42,124.11,98.4,850.38,23.45
1894.2,22.86,51.84,129.94,92.03,851.4,26.14
1895.21,20.33,54.37,96.7,96.36,851.01,40.81
1896.23,20.41,54.29,106.23,82.32,858.99,27.82
1897.26,21.08,53.62,97.99,89.52,856.13,48.44
1898.28,20.58,54.12,96.89,95.14,852.65,34.86
1899.3,22.4,52.3,101.62,86.08,854.08,34.54
1900.32,20.54,54.16,98.79,88.67,845.08,38.96
1901.35,22.32,52.38,98.11,91.45,841.4,29.36
1902.37,19.75,54.95,104.78,79.79,840.99,29.76
1903.38,21.66,53.04,92.16,98.4,839.35,23.01
1904.4,15.55,59.15,105.89,71.22,839.15,16.79
1905.44,18.42,56.28,118.77,59.29,842.83,11.69
1906.47,19.54,55.16,117.09,80.71,842.02,18.74
1907.51,19.7,55,115.26,82.48,844.67,16.43
1908.53,17.46,57.24,118.47,75.86,837.72,17.77
1909.54,15.93,58.77,122.28,71.31,842.02,34.22
1909.54,15.93,58.77,122.28,71.31,842.02,34.22
1910.58,16.84,57.86,104.97,85.59,870.23,48.49
1911.6,17.92,56.78,113.09,74.21,854.69,29.77
1912.61,19.75,54.95,106.72,80.77,856.53,15.71
1913.63,14.97,59.73,85.18,96.82,855.1,12.84
1914.67,21.2,53.5,105.39,76.56,855.3,21.94
1915.7,21.37,53.33,110.46,82.6,856.32,24.2
1916.72,21.74,52.96,113.01,66.67,863.28,19.26
1917.74,10.94,63.76,84.38,106.76,833.61,12.28
1918.75,20.66,54.04,98.83,82.78,836.48,16.95
1919.77,19.83,54.87,101.42,88.76,837.7,21.14
1920.79,16.55,58.15,112.44,76.59,837.29,18.49
1921.8,20.74,53.96,104.67,92.57,837.09,22.3
1922.82,20.74,53.96,108.02,77.96,844.05,12.24
1923.83,20.08,54.62,101.2,83.48,846.3,23.75
1924.85,18.83,55.87,109.93,71,849.78,18.43
1925.87,5.88,68.82,72.95,75.4,854.49,31
1926.9,13.18,61.52,79.35,115.91,859.19,11.3
1927.92,17.92,56.78,98.68,81.44,866.96,19.17
1928.94,19.46,55.24,95.02,95.6,858.99,16.64
1929.95,24.27,50.43,108.74,69.81,861.24,20.81
1930.97,21.45,53.25,115.11,70.82,856.53,23.61
1933,18.87,55.83,98.3,92.97,849.37,20.32
1934.02,21.49,53.21,108.86,80.68,849.37,22.87
1935.05,8.91,65.79,75.19,102.49,852.03,7.05
1936.07,18.87,55.83,98.11,88.46,851.21,17.19
1937.09,18.83,55.87,105.89,82.84,848.76,15.44
1938.15,20.95,53.75,106.57,83.51,848.35,19.91
1939.16,18.96,55.74,102.15,86.66,849.37,20.02
1940.18,16.76,57.94,99.44,92.18,849.78,18.74
1941.21,24.02,50.68,107.91,75.46,847.94,19
1942.23,18.92,55.78,106.46,85.62,847.53,14.3
1943.27,22.07,52.63,105.62,83.21,844.46,14.69
1944.3,23.57,51.13,115.23,79.79,859.39,20.72
1945.32,18.79,55.91,107.14,94.83,856.12,20.68
1946.34,21.95,52.75,108.97,96.27,860.01,22.33
1947.36,22.2,52.5,106.34,95.84,859.8,23.79
1948.37,22.53,52.17,95.48,116.56,859.6,14.95
1949.39,22.28,52.42,117.28,92.85,869.42,16.35
1950.43,22.24,52.46,103.56,109.11,866.35,14.98
1951.45,24.02,50.68,114.65,92.51,863.89,20.46
1952.46,23.15,51.55,106.34,106.3,861.65,24.56
1953.48,22.9,51.8,100.89,88.64,861.03,24.09
1954.5,23.65,51.05,110.96,86.38,860.62,20.12
1955.53,24.73,49.97,106.8,84.46,863.49,27.03
1956.55,24.73,49.97,112.52,88.94,861.03,27.77
1957.57,19.83,54.87,115.91,76.25,863.9,27.64
1958.6,20.7,54,113.47,83.76,861.65,47.84
1959.64,19.23,57.57,98.49,76.68,836.58,34.55
1960.66,23.3,53.5,104.51,84.58,844.58,27.73
1961.69,20.06,56.74,96.35,90.9,849.92,17.73
1962.71,22.3,54.5,100.81,87.45,852.58,16.64
1963.73,10.17,66.62,77.37,130.44,853.19,12.67
1964.78,24.42,52.38,99.75,90.41,857.49,24.83
1965.82,23.01,53.79,95.82,95.11,858.11,14.24
1966.84,21.59,55.2,104.74,89.52,856.47,21.65
1967.85,26.12,50.68,98.22,77.72,858.52,17.41
1968.87,23.67,53.13,104.25,78.94,861.18,18.68
1969.89,21.01,55.78,105.85,87.21,865.48,28.48
1970.9,22.59,54.21,101.16,99.71,863.23,35.19
1971.92,24.67,52.13,86.4,82.84,864.45,13.55
1972.93,22.8,54,81.26,86.17,864.45,8.51
1973.95,23.38,53.42,102.23,94.07,862.82,17.26
1974.97,22.59,54.21,94.49,98.16,863.23,20.69
1975.98,28.16,48.64,118.47,75.28,862.82,17.34
1977.02,25.42,51.38,112.18,93.09,870.19,19.54
1978.08,26.62,50.18,114.54,88.06,871.82,33.05
1979.1,23.67,53.13,125.79,97.09,865.07,22.35
1980.13,26.74,50.05,109.2,116.43,861.39,23.19
1982.19,26.25,50.55,122.13,104.17,864.66,19.8
1983.21,30.11,46.69,118.39,109.75,866.09,30.11
1984.3,28.49,48.31,117.09,113.78,865.48,34.56
1985.32,29.94,46.86,119.57,113.41,866.71,29.07
1986.35,26,50.8,127.81,103.59,868.76,41.93
1987.41,31.15,45.65,123.77,106.33,872.85,41.77
1988.43,25.91,50.88,119.57,111.61,870.6,44.14
1989.46,28.78,48.02,122.97,109.72,871.42,49.13
1990.5,26.58,50.22,112.75,124.24,873.87,36.51
1991.56,30.77,46.02,111.76,129.98,872.24,30.41
1992.57,25.75,49.55,119.11,89.34,831.79,28.16
1993.59,27.87,47.44,117.93,90.1,836.91,32.96
1994.6,27.04,48.27,117.51,89.31,839.57,23.76
1995.62,25.71,49.6,109.81,91.14,832.82,23.14
1996.63,25.29,50.01,112.21,96.42,837.52,15.57
1997.65,26.74,48.56,114.84,94.47,832.61,20.66
1998.67,25.54,49.76,118.01,90.2,832.2,23.59
1998.67,25.54,49.76,118.01,90.2,832.2,23.59
1999.7,17.11,58.19,88.77,124.76,839.57,22.34
2000.72,20.35,54.95,102.8,108.17,838.96,23.32
2001.75,26.99,48.31,122.39,85.28,844.89,21.43
2002.77,24.5,50.8,94.83,111.92,840.8,14.81
2003.79,26.29,49.01,118.77,82.54,841,23.61
2004.8,18.31,56.99,124.87,83.33,833.02,18.2
2005.82,14.41,60.89,96.93,126.35,834.05,63.08
2006.84,14.37,60.93,95.52,129.95,834.46,56.28
2007.85,24.92,50.39,119.31,73.29,832.61,14.81
2008.87,22.05,53.25,96.28,109.14,838.55,20.66
2009.88,16.94,58.36,91.63,116.59,830.77,12.24
2010.9,23.13,52.17,108.71,117.26,833.02,23.75
2011.92,20.43,54.87,109.55,113.72,833.02,23
2012.93,20.43,54.87,107.68,118.23,832.2,30.75
2013.95,19.31,55.99,103.9,111.43,833.84,36.23
2014.97,21.47,53.83,119.53,92.79,833.43,25.95
2015.98,16.86,58.44,112.75,118.75,831.59,33.56
2017,22.59,52.71,104.44,109.26,834.45,37.27
2018.01,25.29,50.01,113.21,101,838.75,34.51
2019.03,20.18,55.12,98.45,117.84,834.25,29.49
2020.05,24.38,50.93,113.85,99.44,833.02,34.84
2021.06,19.02,56.28,106.11,109.42,831.8,23.3
2022.08,19.73,55.58,109.81,103.83,832.41,45.17
2023.09,18.98,56.32,101.01,107.65,851.98,24.72
2024.1,20.85,54.46,111.3,106.91,855.67,25.06
2025.12,21.1,54.21,108.55,106.43,858.95,29.76
2026.16,13.54,61.76,100.01,116.01,859.76,17.5
2027.17,15.57,59.73,105.01,110.55,859.56,53.81
2028.19,15.45,59.85,99.9,116.28,860.17,43.02
2029.2,18.52,56.78,100.32,117.1,860.99,38.9
2030.24,21.68,53.62,100.24,101.06,859.56,19.62
2031.26,19.68,55.62,100.55,102.89,859.76,20.43
2032.27,19.48,55.83,105.47,103.44,858.54,20.9
2033.29,22.51,52.79,103.14,101.51,856.9,28.14
2034.31,16.03,59.27,100.24,108.38,857.51,29.06
2035.32,17.19,58.11,108.82,98.49,855.67,37.35
2036.34,14.08,61.22,110.38,95.75,857.72,24.4
2037.36,21.59,53.71,108.9,100.29,855.67,41.61
2038.37,20.89,54.41,102.3,95.26,856.08,22.74
2039.39,20.52,54.79,98.79,100.78,856.49,16.12
2040.4,24.38,50.93,102.15,111.74,858.13,19.05
2041.44,19.35,55.95,104.09,111.37,855.46,10.9
2042.46,19.89,55.41,108.02,104.26,856.9,28.15
2043.47,17.94,57.36,111.38,98.01,856.69,22.87
2044.49,19.31,55.99,98.3,116.53,855.06,22.75
2045.51,16.28,59.02,102.49,112.92,855.26,22.61
2046.54,21.3,54,100.2,112.8,857.1,29.28
2047.56,29.9,45.4,118.66,105.36,856.49,27.15
2048.58,23.67,51.63,129.83,92.15,855.67,22.76
2049.62,23.55,51.76,109.16,117.47,855.47,43.92
2050.65,29.73,45.57,121.17,107.13,858.54,31.07
2051.69,23.46,51.84,109.58,119.61,857.31,23.05
2052.73,29.4,45.9,110.57,117.93,856.9,31.63
2053.75,20.93,55.33,120.75,110.3,845.49,20.42
2054.75,21.47,54.79,114.2,112.47,846.51,43.91
2055.75,24.21,52.05,113.55,99.71,843.85,25.95
2056.76,21.43,54.83,106.27,110.7,838.12,19.49
2057.78,24,52.25,106.38,97.67,832.4,20.07
2058.78,25.25,51.01,104.7,112.59,828.3,16.46
2059.78,22.47,53.79,111.95,103.31,834.85,16.47
2060.78,23.17,53.08,111.6,107.89,828.92,22.95
2061.78,23.42,52.84,110.12,109.72,846.11,29.07
2062.78,22.09,54.16,114.5,106.06,847.95,24.48
2063.78,25.17,51.09,109.47,108.53,840.99,14.75
2064.78,25.5,50.76,108.1,82.78,843.04,13.95
2065.8,25.66,50.59,110.69,111.95,846.51,23.65
2066.8,27.49,48.77,113.62,90.59,849.38,18.68
2067.81,23.38,52.88,98.95,99.62,855.72,19.97
2068.82,21.51,54.75,105.58,82.75,845.49,26.39
2069.84,17.48,58.77,110.35,92.21,845.9,37.4
2070.86,21.1,55.16,104.82,99.68,845.08,32.18
2071.86,24.46,51.8,104.86,106.58,841.19,17.83
2072.86,21.51,54.75,105.85,87.54,840.58,17.71
2074.9,25.83,50.43,126.4,74.36,836.9,19.22
2075.9,21.01,55.24,113.62,124.43,838.74,45.01
2076.9,20.97,55.29,124.19,77.84,835.47,29.05
2077.92,26.45,49.8,105.12,104.6,833.62,33.07
2078.94,17.07,59.19,97.27,94.34,842.9,7.16
2079.94,27.91,48.35,99.79,91.93,841.95,13.5
2080.98,24.54,51.71,126.51,101.21,848.3,12.87
2082,26.83,49.43,99.86,131.81,848.51,21.07
2083.02,26,50.26,127.96,103.41,848.3,17.21
2084.02,24.5,51.76,113.97,118.63,849.32,39.62
2085.04,15.41,60.85,87.78,97,839.76,22.25
2086.04,21.43,54.83,95.71,90.84,842.62,18.19
2087.04,18.69,57.57,90.14,97.64,837.1,12.46
2088.08,21.22,55.04,98.6,103.07,840.58,19.46
2089.08,24.54,51.71,107.52,87.54,837.51,19.69
2090.08,23.42,52.84,110.35,82.96,837.92,15.06
2091.08,20.14,56.12,105.89,95.05,834.45,15.73
2092.08,22.92,53.33,104.02,100.11,839.36,24.14
2093.08,21.76,54.5,96.58,102.25,838.13,18.9
2094.1,25.5,50.76,146.22,76.31,841.19,10.96
2095.12,20.47,55.78,114.27,106.67,842.01,40.75
2096.14,26.12,50.14,131.96,84,841.19,36.83
2097.16,25.79,50.47,127.31,92.54,842.42,56.41
2098.16,26.41,49.85,102,94.92,840.58,18.83
2099.16,18.69,57.57,103.75,92.18,842.42,20.83
2100.16,25.58,50.68,114.69,78.88,842.42,24.31
2101.16,16.36,59.9,76.45,89.37,840.78,17.21
2102.16,26.66,49.6,103.56,98.8,847.94,15.91
2103.18,25.83,50.43,116.18,104.93,847.53,17.46
2104.22,20.93,55.33,96.24,81.96,852.04,13.51
2105.23,25.04,51.22,101.5,80.28,853.47,17.69
2106.25,26.41,49.85,99.48,74.7,850.4,14.91
2107.27,24.25,52,97.61,91.2,852.44,11.75
2108.29,26.83,49.43,102.38,89.8,854.29,16.5
2109.33,27.2,49.06,100.05,94.01,852.24,15.87
2110.35,26.5,49.76,99.4,92.27,847.33,17.62
2111.37,25.04,51.22,113.7,84.55,851.22,17.46
2112.37,26.04,50.22,126.28,99.81,847.74,17.58
2113.39,24.92,51.34,119.95,95.26,849.58,16.09
2114.39,26.04,50.22,100.66,97.79,845.9,19.37
2115.39,26.99,49.26,132.57,81.13,850.6,14.64
2116.39,23.59,52.67,103.03,93.31,847.94,11.19
2117.42,25,51.26,104.89,83.94,844.67,18.94
2118.43,21.1,55.16,100.17,106.03,850.38,14.97
2119.45,25.66,50.59,112.06,80.46,847.1,16.91
2120.45,24.09,52.17,109.2,82.78,845.26,15.38
2121.47,28.07,48.18,107.87,78.27,850.58,20
2122.54,26.79,49.47,118.09,79,849.15,22.51
2123.6,22.05,54.21,113.43,83.39,850.38,21.73
2124.64,20.1,56.16,89.15,72.56,840.96,24.9
2125.69,26.83,49.43,101.01,91.9,847.71,15.41
2126.75,23.21,53.04,105.47,96.69,844.03,13.55
2127.79,28.16,48.1,120.41,92.03,845.06,26.13
2128.83,22.8,53.46,101.84,89.8,829.51,9.18
2129.83,25.83,50.43,115.68,89.52,831.96,13.8
2130.85,23.55,52.71,105.77,82.45,842.19,11.01
2131.87,19.31,56.95,104.93,101.33,721.91,17.77
2132.87,20.62,57.78,104.47,111.43,839.13,21.56
2133.87,21.62,56.78,113.59,79.67,838.72,14.02
2134.87,26.15,52.25,114.96,76.77,840.15,26.25
2135.87,24.4,54,111.18,79.33,846.09,23.07
2136.89,16.88,61.52,91.97,108.23,836.67,12.81
2137.91,22.78,55.62,107.3,83.73,835.65,21.37
2138.97,20.46,57.94,101.08,96.91,835.04,14.24
2140,22.41,55.99,111.68,84.89,833.4,18.78
2141.02,24.4,54,106.46,94.92,835.24,24.6
2142.02,25.07,53.33,108.17,92.94,833.61,9.69
2143.02,23.86,54.54,92.24,92.7,835.04,9.73
2144.02,21.95,56.45,102.64,98.55,833.4,10.48
2145.02,21.83,56.57,93.04,98.65,833.61,10.69
2146.03,23.74,54.66,105.2,79.39,839.74,12.55
2147.03,21.58,56.82,86.44,91.87,817.24,6.38
2148.03,26.23,52.17,96.54,70.09,826.65,8.21
2149.04,13.27,65.13,81.79,104.81,787.68,13.61
2150.04,23.99,54.41,101.04,98.46,815.95,8.96
2151.06,24.69,53.71,121.36,95.6,819.02,9.97
2152.06,24.24,54.16,158.54,80.83,820.05,4.97
2153.08,23.2,55.2,154.91,78.88,817.59,9.36
2154.08,24.36,54.04,160.63,81.68,815.95,8.29
2155.08,23.57,54.83,171.5,84.18,818.62,12.96
2156.08,21.54,56.86,172.79,92.97,818.21,12.96
2157.08,21.7,56.7,172.18,84.4,816.77,22.65
2158.08,24.57,53.83,145.69,107.31,815.55,25.19
2159.1,25.07,53.33,107.3,75.95,816.77,10.58
2160.12,27.35,51.05,94.14,88.64,812.88,9.48
2161.16,24.78,53.62,102.03,87.88,815.55,9.39
2162.2,26.44,51.96,99.18,92.51,816.77,11.32
2163.22,25.15,53.25,103.14,85.41,817.8,14.55
2164.22,17.38,61.02,86.48,86.75,819.44,12.64
2165.24,23.82,54.58,95.25,76.65,815.75,10.48
2166.24,23.82,54.58,92.39,80.89,818.82,9.28
2167.25,23.53,54.87,101.12,90.53,819.23,8.9
2168.27,22.74,55.66,111.99,92.7,819.85,18.83
2169.29,23.61,54.79,99.25,103.01,818.62,14.16
2170.35,24.98,53.42,86.14,94.83,816.36,9.46
2171.37,23.65,54.75,95.13,82.45,817.8,12.87
2172.37,23.7,54.7,90.25,91.05,818,6.81
2173.37,26.23,52.17,95.9,86.5,817.59,8.74
2174.39,19.13,59.27,92.27,87.78,817.8,21.84
2175.41,20.46,57.94,94.22,83.88,816.98,21.2
2176.42,19.54,58.86,95.02,89.43,811.45,13.72
2177.44,22.78,55.62,105.47,84,814.11,13.59
2178.44,24.03,54.37,106.34,84.03,815.75,16.22
2179.44,22.66,55.74,104.17,92.88,819.23,13.8
2180.46,11.44,66.96,86.52,93.92,817.8,12.06
2181.54,27.81,50.59,103.64,71.03,684.27,39.62
2182.58,15.31,63.09,138.44,66.92,692.04,32.47
2183.59,25.61,52.79,143.06,54.86,683.45,54.32
2185.5,15.09,73.31,39.78,0,708.21,50
2187.07,16.46,71.94,62.77,43.76,706.98,85.45
2188.08,14.89,63.51,149.23,77.5,701.66,14.07
2189.16,12.61,65.79,162.46,96.45,708,24.16
2190.18,20.95,57.45,171.23,93.31,708.41,32.95
2191.19,18.63,59.77,171.57,82.93,700.23,31.31
2192.19,23.03,55.37,182.86,85.74,695.32,48.06
2193.2,17.42,60.98,170.77,81.59,705.75,31.13
2194.2,21.62,56.78,193.04,68.41,701.45,38.29
2195.22,14.52,63.88,176.38,80.4,709.43,24.99
2196.22,18.42,59.98,171,81.84,708.61,30.77
2197.24,18.55,59.85,179.73,76.25,705.34,35.26
2198.25,19.58,58.82,190.75,78.17,693.88,64.33
2199.28,17.18,61.22,178.06,84.7,701.86,40.4
2200.28,22.66,55.74,186.94,87.94,697.16,60.1
2201.28,20.37,58.03,178.7,101.24,710.66,47.41
2202.28,23.16,55.24,184.19,94.31,704.32,44.51
2203.29,19.42,58.98,161.17,77.11,686.52,43.93
2204.31,17.22,61.18,173.94,91.38,688.36,29.58
2205.31,20.37,58.03,174.62,91.32,687.34,28.59
2206.31,19.58,58.82,170.39,95.11,704.32,23.55
2207.31,20.25,58.15,177.45,88.97,697.77,49.41
2208.31,21.49,56.91,175.58,87.36,700.02,36.84
2209.31,22.49,55.91,177.33,85.77,700.23,40.11
2210.32,21.49,56.91,179.35,84.28,700.02,39.65
2211.32,19.29,59.11,153.12,58.71,709.64,13.46
2212.32,24.44,53.96,152.44,61.64,707.59,53.06
2213.32,23.82,54.58,159.11,57.28,712.5,35.35
2214.32,22.12,56.28,159.79,54.9,708.82,25.71
2215.34,23.07,55.33,162.12,52.61,709.02,48.73
2216.34,20.46,57.94,160.79,53.13,709.84,36.29
2217.34,9.95,68.45,150.07,61.15,724.16,21.06
2218.36,21.7,56.7,159.83,54.8,709.43,81.37
2219.36,19.54,58.86,174.05,43.73,710.25,54.56
2220.38,21.12,57.28,164.75,51.2,711.68,42.17
2221.38,21.2,57.2,163.53,54.29,713.12,31.33
2222.38,21.33,57.07,155.26,55.11,712.3,22.68
2223.38,21.95,56.45,156.21,56.91,713.52,37.15
2224.38,21.79,56.61,166.89,52.88,710.87,38.34
2225.42,19.13,59.27,157.28,54.32,717.41,36.72
2226.43,23.11,55.29,153.96,59.23,714.75,69.3
2227.45,17.63,60.77,155.3,60.17,717,47.11
2228.45,21.91,56.49,161.7,52.42,709.84,40.48
2229.45,21.25,57.15,155.6,54.93,709.02,53.84
2230.45,21.45,56.95,159.3,53.58,716.18,48.72
2231.45,20.66,57.74,158.88,56.02,716.39,60.74
2232.45,21.12,57.28,151.83,59.04,714.55,62.11
2233.47,5.48,65.54,127.73,52.24,691.63,55.64
2234.49,18.65,52.38,155.52,51.54,687.13,31.89
2235.49,18.44,52.59,165.97,47.63,695.32,34.34
2236.49,19.1,51.92,170.05,54.32,692.66,59.24
2237.49,18.48,52.54,173.1,53.16,691.02,59.02
2238.5,16.69,54.33,173.21,65.85,696.13,39.6
2239.5,19.23,51.8,189.38,37.05,688.97,48.68
2240.5,16.61,54.41,164.75,53.13,692.86,35
2241.5,16.99,54.04,166.73,60.27,696.95,49.34
2242.5,19.27,51.76,167.53,59.08,701.86,32.17
2243.5,20.14,50.88,167.5,59.11,704.11,31.37
2244.5,17.73,53.29,166.81,57.64,703.29,48.28
2245.5,13.91,57.11,162.62,62.71,704.11,38.75
2246.5,19.19,51.84,170.81,55.38,694.29,26.98
2247.5,19.02,52,164.71,62.64,698.59,51.68
2248.5,16.94,54.08,159.83,66.49,674.04,29.57
2249.54,18.31,52.71,164.6,63.38,683.65,63.34
2250.56,17.94,53.08,159.37,61.36,684.68,70.52
2251.6,15.57,55.45,156.74,64.72,686.52,61.32
2252.6,16.36,54.66,166.85,53.61,678.54,70.59
2253.6,16.78,54.25,160.18,58.56,688.56,52.95
2254.6,19.44,51.59,164.29,55.47,680.58,57.16
2255.6,18.85,52.17,165.7,53.49,687.34,63.19
2256.62,16.45,54.58,161.2,60.45,694.29,51.86
2257.64,18.85,52.17,176.26,46.84,690,66.49
2258.64,19.27,51.76,172.95,54.1,688.56,53.96
2259.64,17.4,53.62,170.35,56.02,694.29,57.33
2260.66,17.19,53.83,169.44,58.43,693.07,55.56
2261.66,19.77,51.26,172.26,55.78,692.86,61.16
2262.68,20.18,50.84,168.07,58.92,696.13,63.3
2263.68,19.85,51.17,169.52,58.5,695.32,57.17
2264.68,19.56,51.47,167.11,61.82,696.54,57.16
2265.68,17.11,53.92,170.39,57.46,698.59,57.33
2266.69,17.65,53.38,167.38,54.71,698.38,34.98
2267.71,16.99,54.04,160.98,60.3,704.32,48.38
2268.73,16.4,54.62,160.14,60.75,714.75,41.21
2269.75,16.2,54.83,165.44,56.88,710.87,42.55
2270.75,15.12,55.91,164.64,59.47,711.48,53.74
2271.75,18.48,52.54,163.87,56.97,709.84,55.4
2272.77,16.65,54.37,163.38,55.44,711.27,46.35
2273.77,16.94,54.08,161.66,56.7,715.16,56.32
2274.77,17.65,53.38,157.28,61.27,715.78,50.07
2275.79,17.07,53.96,164.37,55.47,715.16,33.05
2276.79,15.95,55.08,161.28,56.57,714.34,43.38
2277.79,17.61,53.42,162.12,56.48,723.96,52.2
2278.79,17.94,53.08,163.87,55.2,718.44,55.41
2279.79,18.65,52.38,172.15,56.94,715.57,63.17
2280.79,18.07,52.96,173.79,54.41,713.32,58.09
2281.79,19.35,51.67,162.69,67.53,720.28,55.62
2282.81,17.94,53.08,164.48,53.37,719.05,53.98
2283.82,18.52,52.5,161.55,55.05,718.64,69.32
2284.83,18.65,52.38,161.43,55.14,718.84,66.72
2285.83,17.11,53.92,164.22,54.65,715.37,42.88
2286.85,19.6,51.42,160.63,56.82,719.46,57.24
2287.87,17.9,53.13,161.36,56.36,719.66,52.41
2288.89,20.18,50.84,163.19,53.77,719.25,56.47
2289.89,18.31,52.71,162.54,55.99,723.14,37.52
2290.89,19.68,51.34,161.01,55.9,717,51.45
2291.89,19.02,52,161.13,56.48,713.32,54.57
2292.91,18.23,52.79,163.95,55.78,720.69,55.4
2293.93,19.81,51.22,159.72,57.24,709.84,58.06
2294.95,19.64,51.38,161.59,56.12,711.48,63.25
2295.97,18.44,52.59,161.66,55.69,711.27,71.77
2297.01,19.39,51.63,164.75,54.86,712.5,54.96
2298.02,10.55,60.23,149.73,74.57,704.32,31.1
2299.04,17.9,52.88,165.93,59.23,696.13,48.24
2300.04,18.19,52.59,162.08,61.09,699.82,47.45
2301.04,17.11,53.67,165.63,53.74,698.38,34.3
2302.06,18.48,52.3,162.2,54.62,704.52,55.8
2303.08,18.31,52.46,161.59,54.56,705.14,53.19
2304.1,18.19,52.59,164.71,54.13,708.61,41.25
2305.1,16.78,54,162.5,56.18,699.2,50.78
2306.1,19.93,50.84,163.11,53.77,700.64,51.68
2307.1,19.35,51.42,161.81,62.98,703.91,31.06
2308.1,18.23,52.54,170.28,54.68,696.95,32.19
2309.1,16.99,53.79,169.71,55.69,694.09,53.77
2310.12,17.69,53.08,166.62,59.17,698.18,55.58
2311.12,19.93,50.84,151.86,62.83,704.93,31.05
2312.12,13.95,56.82,157.09,54.56,698.79,24.35
2313.14,15.74,55.04,153.01,56.39,698.79,46.75
2314.16,17.4,53.38,158.8,50.99,699,43.67
2315.18,18.27,52.5,159.6,52.82,693.47,52.4
2316.18,17.57,53.21,156.21,54.65,699.61,56.45
2317.2,19.1,51.67,156.67,55.08,701.66,56.45
2318.2,18.31,52.46,158.99,52.82,699.41,43.38
2319.2,12.42,58.36,149.27,60.72,711.89,32.76
2320.22,11.25,59.52,151.98,60.78,712.5,26.01
2321.22,18.94,51.84,163.23,48.98,696.13,50.01
2322.24,15.24,55.53,147.14,61.91,707.59,45.51
2323.24,15.74,55.04,159.45,52.61,696.54,45.59
2324.24,14.41,56.37,155.49,54.9,702.07,50.27
2325.28,18.19,52.59,156.59,54.16,698.38,49.83
2326.28,19.39,51.38,156.48,55.23,702.07,22.97
2327.3,18.98,51.8,164.41,46.9,689.38,43.01
2328.32,18.02,52.75,154.42,58.68,697.98,38.63
2329.36,2.16,72.64,100.59,17.83,695.11,43.56
2330.43,4.11,70.69,113.4,41.44,694.5,97.75
2331.45,4.53,70.28,110.38,45.96,697.36,47.03
2332.46,21.72,53.08,153.35,58.28,703.91,28.19
2333.47,21.76,53.04,160.86,50.38,692.66,43.44
2334.51,23.09,51.71,158.38,51.2,692.86,46.77
2335.51,21.89,52.92,159.91,49.07,692.86,46.17
2336.51,21.51,53.29,159.22,50.84,691.63,55.6
2337.53,22.55,52.25,158.38,50.32,688.97,55.65
2338.53,22.67,52.13,163.26,50.29,689.18,53.78
2339.55,20.02,54.79,150.45,62.61,699.61,24.33
2340.55,22.51,52.3,157.28,57.28,689.59,20.81
2341.57,21.01,53.79,159.37,50.78,686.11,51.67
2342.57,20.76,54.04,159.79,55.57,685.49,40.49
2343.57,18.94,55.87,160.98,50.56,686.11,37.17
2344.57,20.18,54.62,154.99,53.95,682.22,52.95
2345.59,22.13,52.67,163,49.8,684.27,58.41
2346.59,20.76,54.04,158.08,57.09,684.27,41.44
2347.59,17.73,57.07,162.01,63.68,697.98,36.39
2348.59,21.6,53.21,164.64,60.2,691.84,42.4
2349.59,22.55,52.25,165.51,58.13,691.22,46.15
2350.59,14.04,60.77,153.96,54.59,694.09,30.31
2351.59,20.76,54.04,162.35,56.05,694.09,35.63
2352.59,20.22,54.58,160.06,56.33,691.84,48.05
2353.61,20.64,54.16,160.9,57.92,690,51.67
2354.61,22.18,52.63,159.3,61.97,695.52,55.62
2355.62,15.45,59.36,153.73,64.29,700.23,34.66
2356.62,5.36,69.45,147.75,73.45,717,23.26
2357.65,21.51,53.29,167.99,58.68,700.64,69.14
2358.67,21.89,52.92,161.01,68.87,711.89,23.37
2359.67,15.66,59.15,159.11,70.94,709.64,22.13
2360.68,16.32,58.48,163.26,65.15,705.14,38.34
2361.71,15.03,59.77,144.58,61.49,695.32,34.59
2362.71,14.08,60.73,147.02,59.11,699.41,29.76
2363.73,18.77,56.03,142.45,59.62,702.27,30.33
2364.73,18.23,56.57,149.35,54.1,697.98,29.77
2365.75,13.83,60.98,145.84,61.39,697.77,34.59
2366.77,10.13,64.67,140.88,68.81,703.91,28.89
2367.79,18.94,55.87,154.08,58.1,690.81,38.6
2368.79,22.05,52.75,160.14,46.99,689.18,37.51
2369.81,20.27,54.54,152.86,55.35,693.27,35.62
2370.81,20.52,54.29,169.97,57.52,688.15,34
2371.81,20.76,54.04,165.25,61.67,692.86,48.67
2372.81,14.66,60.14,154.42,70.33,695.52,35.3
2373.81,19.6,55.2,155.14,69.17,695.11,26.45
2374.85,12.5,62.3,153.35,74.24,707.39,34.92
2375.89,14.78,60.02,149.54,59.53,702.27,27.86
2376.89,15.12,59.69,145.04,46.87,696.34,46.15
2377.91,13.66,61.14,146.03,66.7,704.11,37.38
2378.91,12.5,62.3,147.25,63.71,704.11,26.09
2379.91,21.35,53.46,142.26,58.53,702.48,27.1
2380.91,21.97,52.84,159.76,48.21,692.86,25.74
2381.91,21.97,52.84,153.35,48,694.7,41.7
2382.91,22.84,51.96,153.01,47.94,693.27,35.66
